"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","MonthsInService","UniqueSubs","ActiveSubs","Handsets","CurrentEquipmentDays","AgeHH1","ChildrenInHH","HandsetRefurbished","TruckOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","HasCreditCard","RetentionCalls","NewCellphoneUser","NotNewCellphoneUser","IncomeGroup","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3231970,"Yes",58.15,558,10,0,160,-63,-19.6,6.7,1.7,59.7,1.7,78.2,69,6,72.7,88,8.3,15,2,2,1,438,56,"Yes","No","No","Known","Yes","Yes","Yes",0,"Yes","No",5,"No","2-High","Other","Other","Unknown"
3378214,"No",177.34,2520,143,0.5,223,-176,-38.7,38,11.7,92.7,11.3,650.6,89.7,45.3,432.7,179,49.7,9,1,1,2,246,34,"No","No","No","Unknown","No","No","Yes",0,"Yes","No",5,"No","5-Low","Suburban","Other","Unknown"
3142018,"Yes",37.94,290,46,0,0,-14,12.1,36,4.7,22,5,86.3,12.7,2.7,121.3,43.3,40.7,22,1,1,3,394,38,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",7,"No","2-High","Suburban","Other","Unknown"
3071902,"Yes",20.55,106,29,0,0,21,-24.4,1.7,2,6.7,0,30.4,3.7,9.7,53.3,9,3.7,25,2,2,1,763,46,"No","No","Yes","Known","No","No","Yes",0,"Yes","No",7,"No","3-Good","Suburban","Other","Yes"
3144398,"Yes",70,381,10,0.5,31,123,-26.7,3.3,0.7,11.3,0,54.6,36.3,6,101.7,44.7,4,17,2,2,2,522,42,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","1-Highest","Other","Other","Unknown"
3345258,"No",60.24,58,70,0.25,0,27,-0.2,2,0,2.7,0,1.9,3.3,0,23.3,4,2,12,2,2,1,356,36,"No","No","No","Known","No","No","Yes",0,"No","No",9,"No","2-High","Suburban","Other","Yes"
3058858,"No",117.69,933,106,1.49,50,30,-36.1,4.7,16,30.7,0,295.1,22,1.3,262.3,8.7,20.7,25,4,3,4,174,50,"Yes","Yes","Yes","Known","No","No","Yes",1,"No","No",9,"Yes","1-Highest","Suburban","Other","Yes"
3181034,"No",56.29,302,50,0,0,100,-0.8,1.3,2.3,4,0,19.8,6.7,0.3,29.3,11.7,3.7,14,1,1,2,415,58,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","No",7,"No","4-Medium","Suburban","Other","Yes"
3027402,"No",37.77,118,35,0.99,0,141,19.4,2,1.3,2,0.3,3.7,1,0,10.3,1.3,3.3,37,1,1,2,428,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","3-Good","Town","Other","Unknown"
3007114,"No",123.98,1648,90,1.24,99,110,-24.4,27.7,2.3,125.7,1.7,433.5,93,13,328.7,324,30,48,1,1,11,25,34,"No","No","No","Known","No","No","Yes",0,"Yes","No",6,"No","3-Good","Other","Other","No"
3161662,"Yes",40.34,238,40,0,0,49,0.9,6,0.3,16.3,0.3,36.7,8.3,4.3,56.3,53.3,6.3,18,1,1,1,544,0,"No","No","Yes","Known","No","No","Yes",0,"Yes","No",2,"No","2-High","Other","Other","Unknown"
3303846,"No",36.15,481,40,0.5,15,-12,-6.2,1.3,0.3,47.7,0,53.8,24.7,9.3,72,89.3,1.7,7,3,2,1,226,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Suburban","Other","Unknown"
3338774,"No",50.24,508,60,0.25,0,39,-0.2,7.7,0,48.3,0,186.4,14,2.7,180.7,70,7.7,11,1,1,1,304,46,"No","No","No","Known","No","No","Yes",0,"No","No",3,"No","3-Good","Other","Other","Unknown"
3056910,"No",34.55,78,30,2.72,0,9,-2.6,3.7,0.7,12.7,0,1.4,0,0.3,27,6.3,4.3,29,1,1,1,869,70,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","1-Highest","Other","Professional","Yes"
3046050,"No",29.99,153,30,0,0,39,0,1.3,1,4,3.3,0.9,3.3,0,24,6.7,2.3,33,1,1,3,771,72,"No","No","No","Known","No","No","Yes",0,"No","Yes",6,"No","1-Highest","Other","Other","Yes"
3386618,"No",82.99,648,50,0,108,-174,-43,3.7,0,47,0,35.5,8.3,1,145.7,35.3,3.7,7,1,1,2,125,56,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","2-High","Other","Other","Yes"
3072942,"No",35.84,232,35,0.74,0,-70,-0.7,3.7,1,27.7,1.3,21.2,8,1.3,59.3,56.3,4.7,25,1,1,1,759,30,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","3-Good","Town","Other","Unknown"
3238034,"Yes",40.4,171,30,0.25,0,-98,-10.4,0.7,0,14.7,0,35.4,19.7,4.3,55.3,47.3,0.7,11,2,2,2,116,68,"No","No","Yes","Known","Yes","Yes","Yes",0,"No","No",9,"No","1-Highest","Suburban","Professional","No"
3274114,"No",171.28,1478,80,1.24,178,1023,90.7,5.7,4.3,21,15.7,186.6,11.7,1.3,57.3,64.7,10,13,1,1,2,19,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Town","Other","Unknown"
3029426,"No",17.58,14,17,0,1,-6,-0.6,0,0,2.7,0,1.8,0,0,6,1.7,0,31,1,1,1,933,60,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",5,"No","3-Good","Town","Retired","Yes"
3194570,"No",157.25,2565,85,0,325,348,10.2,38,0,0.7,0,1086.4,95.7,17,343,181,38,15,2,2,2,396,42,"Yes","Yes","Yes","Known","Yes","Yes","Yes",1,"No","Yes",7,"Yes","3-Good","Other","Self","Yes"
3167438,"No",45.1,414,40,0,22,46,-5.1,12.7,0,1.7,1.3,145.8,23.7,14.3,63,61.7,12.7,21,1,1,1,637,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Other","Other","Unknown"
3030030,"No",17.95,21,17,0,8,15,7.2,0.3,0,0.3,0.7,0.3,0,0,3,1.7,0.3,33,1,1,2,59,60,"Yes","Yes","Yes","Known","Yes","Yes","Yes",1,"Yes","No",3,"Yes","1-Highest","Suburban","Crafts","Yes"
3258146,"No",33.01,236,40,2.23,2,-92,-1,3,0,11,0,102.2,21.7,16,68.7,41,3,16,1,1,1,464,0,"No","No","No","Known","No","No","Yes",0,"No","No",7,"No","2-High","Other","Other","No"
3300390,"No",83.99,446,70,0,0,67,-20,2.7,3,26,0.7,93.9,8.3,14,85.3,52.7,5.7,12,1,1,2,101,0,"No","Yes","No","Unknown","No","No","No",0,"Yes","No",0,"No","7-Lowest","Other","Other","Unknown"
3101494,"No",33.47,200,38,0.5,0,-22,1.5,3.3,0,13,0.3,42.5,18.7,0,40.3,32.7,3.3,20,1,1,1,609,56,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","2-High","Suburban","Professional","Unknown"
3309362,"No",75.67,882,70,0,52,181,-0.1,9.3,0.3,34.7,0,223.3,17.7,2,176.3,79,9.7,11,1,1,2,100,52,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",8,"No","3-Good","Suburban","Other","No"
3006122,"No",65.49,733,60,0,45,-65,-18,6.3,12.7,47.3,0,100.3,16.7,6,138.3,46,19,47,1,1,2,524,44,"No","No","Yes","Known","Yes","Yes","Yes",0,"No","No",6,"No","1-Highest","Rural","Professional","Yes"
3092522,"Yes",31.45,1275,34,0,2,137,-29.3,13.7,6.3,42.7,28.3,189.2,58.3,13.7,138.3,184,20,27,3,2,1,807,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Other","Other","Unknown"
3201278,"Yes",38.22,240,30,5.94,0,-8,-2.9,2,4.3,14.7,0.7,26.2,25.3,2,35.3,78.7,6.3,17,1,1,1,497,52,"No","No","No","Known","No","No","Yes",0,"No","No",9,"No","3-Good","Town","Other","Yes"
3269894,"No",75.15,262,35,0,7,-93,-40.2,0,0,0,0,0,0,0,0,0,0,13,2,1,1,383,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","1-Highest","Other","Other","Unknown"
3081106,"Yes",133.3,730,50,3.22,40,-126,-52.9,22.7,1,6.7,0,132.7,30,4.3,90.3,31.7,23.7,26,1,1,2,237,56,"Yes","No","No","Known","Yes","Yes","Yes",0,"Yes","No",9,"No","2-High","Town","Other","Yes"
3088130,"No",66.53,444,40,0,100,274,82.4,3.3,2,10.3,2.3,102.7,30.7,2.7,58.3,58.7,5.3,21,1,1,5,276,0,"No","Yes","No","Unknown","No","No","No",0,"Yes","No",0,"No","2-High","Suburban","Other","No"
3230002,"No",74.52,944,60,1.98,74,-309,-16.4,11,0.7,31.3,3,201.2,6.3,5,60,73.3,11.7,11,2,1,2,333,32,"No","No","No","Known","No","No","Yes",0,"No","No",7,"No","5-Low","Other","Other","Unknown"
3126998,"No",56.62,1689,60,1.49,10,-91,-5.6,14.3,22.3,76,9.3,320,23.3,7.3,95.7,142.3,36.7,25,1,1,2,204,52,"No","No","No","Known","No","No","Yes",0,"No","No",4,"No","3-Good","Other","Crafts","No"
3034770,"No",32.48,298,30,1.24,4,87,36.3,0.3,1.7,8,2,124.8,6.7,7.7,37,36.3,2,30,2,2,4,573,36,"Yes","No","No","Known","No","No","Yes",0,"No","No",6,"No","5-Low","Suburban","Professional","No"
3316698,"No",141,1070,55,0,256,154,10.4,33.3,2.3,44.7,2,212.2,37.7,3,181.7,180.7,35.7,13,1,1,1,381,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","5-Low","Other","Other","Unknown"
3296266,"Yes",57.04,570,45,0,63,155,31.1,0,0,0,0,0,0,0,0,0,0,12,1,1,1,342,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","2-High","Other","Other","Unknown"
3114302,"Yes",19.99,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,3,436,58,"No","Yes","No","Known","No","No","Yes",0,"Yes","No",9,"No","2-High","Other","Professional","Unknown"
3268126,"Yes",184.75,1968,85,1.98,392,-1614,-100.8,37.3,3.7,78,4.3,541,144.3,56.7,517.7,275,41,11,1,1,3,194,26,"No","No","No","Known","No","Yes","Yes",2,"No","No",3,"Yes","5-Low","Suburban","Professional","No"
3058446,"No",87.71,1150,75,0.74,46,92,2.5,3.7,13.3,15.3,0,583.2,47.3,31.3,187,87.7,17,27,1,1,1,818,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","1-Highest","Other","Other","Unknown"
3107774,"No",105.86,1681,110,2.97,0,170,2.1,10,61,23.7,8,274.9,109.7,37.7,207.3,156.3,71,20,2,1,4,26,0,"No","Yes","No","Known","No","No","Yes",0,"No","No",9,"No","5-Low","Other","Other","Unknown"
3022006,"No",188.45,1473,95,5.69,232,318,95.7,13.3,0,38.3,0,243.5,47,8,246,85.7,13.3,34,2,2,2,417,34,"No","No","No","Unknown","No","No","Yes",0,"Yes","No",7,"No","1-Highest","Suburban","Professional","Yes"
3045154,"Yes",48.78,279,30,0.99,60,-42,-9.7,0,16.7,25.7,0,51.3,8.3,1.7,79.3,36,16.7,34,1,1,1,1004,0,"No","No","No","Known","No","No","No",0,"No","No",9,"No","4-Medium","Other","Other","No"
3047426,"No",30.73,39,30,0.74,0,-24,-0.7,0.3,0.3,3.3,0,4.9,3.3,0,10,7,0.7,29,2,1,1,881,42,"Yes","No","Yes","Known","No","No","Yes",0,"No","Yes",8,"No","1-Highest","Other","Other","Yes"
3252418,"No",55.55,1735,56,1.24,29,-153,-13.6,26,4.7,155,17,366.7,50.7,15.7,134.3,299.7,36.3,14,1,1,4,9,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","2-High","Suburban","Other","Unknown"
3243594,"No",54.9,468,45,0.25,26,-380,-14.4,3.7,0,24.7,0,124.6,32,3.7,99.7,157,3.7,10,1,1,2,174,0,"No","Yes","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Other","Other","Unknown"
3083778,"Yes",111.07,755,52,0,222,662,64.6,3.7,0.3,42.7,2,286.4,53.3,14.3,161,79,4,24,2,2,1,729,60,"No","No","No","Known","Yes","Yes","Yes",0,"Yes","No",4,"No","3-Good","Other","Professional","Yes"
3103086,"No",36.26,426,30,0,20,-102,-6.3,3,5.3,37.3,0,140,31.7,71,182,62.3,8.3,20,1,1,3,153,34,"Yes","No","No","Known","Yes","Yes","Yes",0,"Yes","No",1,"No","3-Good","Town","Other","Yes"
3279318,"No",64.89,2736,60,0.74,62,512,73.3,22.3,8,124,30,784.6,161.7,86,215,508,30.3,13,2,2,1,367,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","3-Good","Suburban","Other","Unknown"
3256102,"No",56.56,514,50,0,0,-202,4.5,2.3,311.3,20,4,103.7,23.3,0.7,123,143,313.7,10,1,1,1,297,34,"No","No","No","Known","No","No","Yes",0,"No","No",6,"No","5-Low","Other","Other","Unknown"
3183210,"No",12.23,701,10,2.23,0,-104,-0.2,6.7,0.7,24.3,0.7,118.3,12.7,2.7,130,40.7,7.3,16,2,2,1,492,0,"No","No","No","Unknown","Yes","Yes","No",0,"Yes","No",4,"No","2-High","Suburban","Professional","No"
3350090,"No",10.22,71,10,0,1,16,-0.2,0.3,0,1,0,7.7,5.7,1.3,9.3,7.7,0.3,10,2,2,1,288,24,"No","No","No","Unknown","No","No","Yes",0,"No","No",1,"No","2-High","Other","Other","No"
3371318,"No",157.36,991,151,0.25,15,1039,-6.2,0.7,4.7,61,18,144.6,21,8,74.7,185.7,8,10,1,1,2,10,46,"Yes","No","Yes","Unknown","No","No","Yes",0,"Yes","No",3,"No","7-Lowest","Other","Other","Yes"
3399630,"No",130.55,2437,75,9.57,162,-203,-36.8,36.3,2.7,333,6.7,773.9,93.3,18.3,496,623,39,33,1,1,4,344,34,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",5,"No","4-Medium","Other","Professional","Yes"
3315870,"No",33.6,218,47,0.74,0,18,-2.2,1,23.7,3.7,0,31.8,7.7,1.3,62.3,23.7,24.7,7,1,1,1,213,22,"No","No","No","Known","No","No","Yes",0,"No","No",3,"No","3-Good","Suburban","Other","Yes"
3243002,"No",15.96,253,10,0,20,-30,-6,0.7,0,12.3,0.3,35.5,8.3,4.7,28.3,13.3,0.7,14,2,2,1,425,36,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","2-High","Suburban","Professional","Yes"
3190190,"No",37.99,228,30,1.24,13,82,13.1,3,0.7,10,0,47.1,18.3,7,88,34.7,3.7,16,1,1,1,475,40,"No","No","No","Known","No","No","Yes",0,"Yes","No",9,"No","2-High","Other","Other","Yes"
3201318,"No",75,488,75,0,0,166,0,2,6,19.7,0,104.6,26,8.7,74,33.7,8,15,1,1,1,451,0,"No","No","No","Known","No","No","No",0,"No","No",0,"No","2-High","Suburban","Other","Unknown"
3022058,"No",35.49,218,47,0,0,-88,-2.2,1.7,0.7,13,0.3,40.8,12,20.7,48.7,19.3,4,36,1,1,6,12,56,"No","No","Yes","Known","Yes","Yes","Yes",0,"No","No",6,"No","1-Highest","Rural","Professional","Yes"
3128058,"No",16.99,5,17,0,0,-3,0,0,0,0.7,0,0,1.7,0,2.3,0.7,0,21,1,1,1,628,54,"No","No","No","Known","No","No","Yes",0,"No","No",5,"No","2-High","Suburban","Other","Yes"
3183166,"No",29.99,97,40,0,0,48,0,0.7,1.7,4.7,0,2.6,10,0.7,35.3,8.7,2.3,20,1,1,1,599,46,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",3,"No","2-High","Suburban","Clerical","No"
3368458,"No",31.13,66,20,0,23,30,9.2,1.3,0.3,5,0,9.8,5.3,3.7,24,9,1.7,8,2,2,1,241,36,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","Yes",9,"No","2-High","Suburban","Other","Unknown"
3120362,"Yes",63.8,494,70,3.22,0,66,-0.8,2.7,12.3,4,0.3,33.7,15,2.7,68.3,25.7,15.3,19,1,1,3,300,32,"No","Yes","No","Known","No","No","Yes",0,"Yes","No",8,"No","2-High","Other","Other","Yes"
3062914,"No",27.63,52,28,0,0,-3,2.8,0.3,0.7,1.7,0,14.6,1,0,27,10.7,1,30,1,1,1,903,48,"Yes","No","Yes","Known","No","No","Yes",0,"No","Yes",7,"No","1-Highest","Suburban","Other","Yes"
3038254,"Yes",33.33,150,32,0.74,0,38,2.1,0.3,0,19.7,0,42.2,9,11.3,40.7,8,0.3,35,2,2,2,780,36,"No","No","No","Unknown","Yes","Yes","Yes",0,"No","Yes",8,"No","6-VeryLow","Other","Other","Yes"
3191702,"No",60.73,1068,70,0.74,0,34,-0.7,2,3,12.7,0,224.9,64,24.7,85.3,106.3,6,16,2,1,2,466,24,"No","Yes","No","Known","No","No","Yes",0,"No","Yes",3,"No","3-Good","Other","Other","No"
3232970,"No",105.85,931,53,0.74,44,-446,43.5,27.3,0,45.7,15,403.3,56,19.3,201.3,129.7,28,17,1,1,2,74,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Town","Other","Unknown"
3183282,"No",35.59,166,30,1.73,0,-11,-1.6,2.3,1,4,0,16.2,5.3,3,33,13.7,3.3,16,2,2,2,265,26,"No","No","No","Known","No","No","Yes",0,"No","No",5,"No","1-Highest","Other","Other","No"
3001418,"No",68.31,378,60,0,0,14,6.4,5.3,3.3,24.3,1.3,77.6,24,6.3,61.3,76.3,8.7,48,1,1,8,32,0,"No","No","Yes","Unknown","No","No","No",0,"No","No",1,"No","4-Medium","Town","Other","Unknown"
3310166,"No",40.11,486,45,0.25,2,188,0.6,8,0,42.7,14,89.4,6.7,0.3,96.3,55.7,8,11,1,1,1,327,0,"No","No","No","Unknown","No","No","No",0,"No","Yes",0,"No","7-Lowest","Other","Other","Unknown"
3279890,"No",55.61,290,35,0.25,85,-290,-55.6,0,0,1.3,0,0,0.7,0,2.7,0,0,15,1,1,1,427,0,"No","No","No","Unknown","No","No","No",0,"Yes","No",0,"No","4-Medium","Town","Other","Unknown"
3163930,"No",104.61,406,95,0.74,62,-46,-16.4,6,0,15.7,4.7,94,5.3,1.7,137,32.7,6,22,3,3,3,14,28,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","2-High","Suburban","Professional","Unknown"
3275550,"No",30.73,142,40,0.74,0,16,0.2,0,0,0,0,0,0,0,0,0,0,15,2,2,1,435,42,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",9,"No","2-High","Other","Other","No"
3034326,"No",25.7,36,17,0.25,21,8,2.4,1.7,0.7,4.3,0,0.6,0,0,8,10.7,2.3,30,1,1,1,910,26,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",8,"No","1-Highest","Suburban","Other","No"
3364798,"No",38.45,656,50,0,0,-656,-79.1,7.7,1.3,112.7,6.7,51.6,30.3,8.3,74.3,167,9.3,7,1,1,1,205,26,"No","No","No","Unknown","No","No","Yes",1,"Yes","No",6,"Yes","5-Low","Other","Other","No"
3390294,"No",42.63,838,50,0.74,5,28,-2.6,4.7,6.3,62,7.3,198.5,36,10,113.7,118.3,11,7,1,1,2,182,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","5-Low","Suburban","Other","Unknown"
3104218,"No",23.7,31,15,0,18,61,14.5,4,1.7,2.7,0.3,0.7,0,0,7.3,2.3,5.7,22,1,1,1,664,76,"Yes","Yes","No","Known","Yes","Yes","Yes",0,"No","Yes",4,"No","1-Highest","Other","Retired","No"
3327890,"No",33.73,1220,45,0.5,0,187,-0.5,3.3,5,28.3,7,94.4,4.7,0,51,108,8.3,11,1,1,1,312,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Suburban","Other","Unknown"
3319350,"No",22.91,623,10,3.22,52,491,-4,2.7,6,29.3,1,215.8,65,33,166.3,95,8.7,9,2,2,2,41,50,"Yes","No","Yes","Known","Yes","Yes","Yes",0,"No","No",6,"No","4-Medium","Suburban","Other","Unknown"
3359594,"Yes",67.21,776,70,1.73,18,-140,-6.5,12.3,6.7,106.7,3.7,129.9,18.3,0.7,89.7,111.7,19,7,1,1,1,217,0,"No","No","No","Unknown","No","No","No",0,"No","No",0,"No","2-High","Town","Other","Unknown"
3343018,"No",37.62,1082,45,0,7,94,-0.3,3.7,1.3,32.7,4.3,717.1,21.3,15.3,62,81,5,10,1,1,1,298,46,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",4,"No","2-High","Town","Other","Yes"
3367870,"No",66.04,1144,60,3.22,18,534,-7.1,12.3,33.7,82.3,8,227.6,57,9.3,100,229,46,7,1,1,1,197,28,"No","No","No","Known","No","No","Yes",0,"No","No",5,"No","5-Low","Suburban","Other","No"
3174846,"No",136.48,1566,100,2.23,103,-117,-34.5,9.7,1.3,54,1,321.1,114.3,14.3,462.7,112.7,11,19,1,1,4,232,38,"No","No","No","Known","Yes","Yes","Yes",0,"No","No",6,"No","1-Highest","Other","Other","Yes"
3174794,"No",38.58,240,45,0,5,-28,-0.5,13,8.3,113.3,0.3,47.3,28.3,3.7,64.3,43.7,23.3,15,3,3,1,451,36,"Yes","No","No","Known","Yes","Yes","Yes",0,"No","No",4,"No","3-Good","Suburban","Other","No"
3035370,"No",120.78,1074,36,0,245,-40,12,13.7,0.3,13.7,3,284.2,29.7,15.7,194,99.3,14,34,2,1,7,44,32,"No","No","No","Known","Yes","Yes","Yes",0,"No","Yes",4,"No","3-Good","Other","Other","No"
3126454,"No",45.52,696,45,0.25,33,158,-12.3,13.7,2,18.7,0,60.2,28,7.3,84.7,86.3,15.7,21,2,2,1,629,54,"No","No","No","Known","No","No","Yes",0,"Yes","No",7,"No","2-High","Other","Other","Unknown"
3057326,"No",45.26,615,45,0.5,0,-26,-5,4,13.3,12.3,0,145.8,12,0,54.7,80,17.3,25,1,1,5,11,44,"Yes","No","Yes","Known","No","Yes","Yes",0,"No","No",5,"No","3-Good","Town","Crafts","Yes"
3252674,"No",54.25,601,50,2.23,94,-87,-1.3,4.7,4,59.3,1,124.6,9.7,0,96.7,27,8.7,10,2,1,1,302,24,"No","No","No","Known","No","No","Yes",0,"No","No",4,"No","4-Medium","Suburban","Other","No"
